Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,USD,EUR,GBP,INR,AED,CNY
2009-01-05,21.55,21.55,21.55,21.55,21.549912638,8585.0,55.0,185006.0,8585.0,100.0,0.0,0.0,853.5,626.03,585.93,41433.16,3135.12,5830.43
2009-01-06,22.6,22.6,21.65,22.6,22.506290835,397483.0,582.0,8945868.0,175814.0,44.23,0.95,0.0,848.25,633.85,577.47,41318.25,3115.66,5798.64
2009-01-07,23.7,23.7,21.5,21.5,22.820272895,512872.0,1090.0,11703879.0,208755.0,40.7,2.2,-2.2,848.5,621.73,559.72,41419.52,3116.58,5798.65
2009-01-09,20.45,21.45,20.45,20.45,20.579305427,51888.0,264.0,1067819.0,40274.0,77.62,1.0,0.0,847.25,627.17,556.38,40905.23,3111.99,5791.46
2009-01-12,19.45,21.45,19.45,19.7,19.778915416,63582.0,316.0,1257583.0,50418.0,79.3,2.0,0.25,827.0,619.41,557.24,40394.8,3037.69,5654.2
2009-01-13,19.3,20.65,19.3,19.75,20.347374598,95433.0,510.0,1941811.0,39937.0,41.85,1.35,0.45,826.5,627.28,567.69,40593.54,3035.94,5648.38
2009-01-14,20.0,20.4,18.8,19.25,19.413102338,54662.0,282.0,1061159.0,33151.0,60.65,1.6,-0.75,821.5,624.05,564.68,40113.83,3017.66,5615.12
2009-01-15,18.3,18.8,18.3,18.3,18.390826398,25835.0,170.0,475127.0,17429.0,67.46,0.5,0.0,810.0,620.02,556.11,39714.3,2975.13,5537.4
2009-01-16,18.1,19.2,18.1,19.05,19.075085509,73969.0,356.0,1410965.0,38480.0,52.02,1.1,0.95,833.75,629.2,561.98,40666.15,3062.36,5700.68
2009-01-19,19.65,20.0,18.1,20.0,19.391945919,93046.0,388.0,1804343.0,32998.0,35.46,1.9,0.35,833.0,633.36,573.61,40517.12,3059.82,5694.3
2009-01-20,19.5,20.95,19.3,20.15,20.503306356,60792.0,339.0,1246437.0,30349.0,49.92,1.65,0.65,853.25,660.79,611.04,41988.43,3134.29,5834.95
2009-01-21,19.3,20.4,19.15,19.3,19.748102301,42815.0,207.0,845515.0,35436.0,82.77,1.25,0.0,849.25,659.59,618.4,41706.66,3119.25,5807.0
2009-01-22,19.4,19.8,18.35,18.4,18.78595419,36324.0,230.0,682381.0,26046.0,71.7,1.45,-1.0,860.0,663.58,625.55,42264.69,3159.17,5879.91
2009-01-23,17.8,18.8,17.5,17.5,17.842212037,26618.0,208.0,474924.0,19652.0,73.83,1.3,-0.3,875.75,684.69,640.68,43139.44,3217.02,5988.38
2009-01-27,17.9,18.35,17.6,18.35,18.236428321,77017.0,381.0,1404515.0,59843.0,77.7,0.75,0.45,897.5,681.4,633.34,43928.13,3296.92,6137.1
2009-01-28,18.65,19.0,18.1,18.5,18.565086472,63431.0,290.0,1177602.0,52311.0,82.47,0.9,-0.15,895.25,676.99,625.63,43795.63,3288.57,6121.72
2009-01-29,18.5,18.95,17.6,17.7,18.069332868,34356.0,205.0,620790.0,21636.0,62.98,1.35,-0.8,892.25,682.17,622.95,43711.32,3277.64,6101.2
2009-01-30,17.8,18.55,17.35,18.3,18.35166639,60310.0,274.0,1106789.0,43416.0,71.99,1.2,0.5,919.5,717.52,637.79,44945.15,3377.09,6287.54
2009-02-02,18.0,18.55,17.4,17.4,17.555132988,41282.0,161.0,724711.0,37720.0,91.37,1.15,-0.6,918.25,717.07,648.39,44925.37,3372.5,6288.82
2009-02-03,16.55,17.4,16.55,16.55,16.638147854,93038.0,202.0,1547980.0,68000.0,73.09,0.85,0.0,904.5,697.46,630.12,44157.68,3322.27,6187.05
2009-02-04,16.0,17.25,15.75,16.85,16.683617638,68354.0,294.0,1140392.0,51563.0,75.44,1.5,0.85,905.0,702.53,622.23,44182.09,3324.02,6184.77
2009-02-05,17.2,17.5,16.05,17.25,16.670689428,45574.0,211.0,759750.0,31704.0,69.57,1.45,0.05,920.0,716.59,628.89,44868.39,3379.21,6289.76
2009-02-06,16.9,17.95,16.9,17.5,17.320487184,38507.0,241.0,666960.0,26589.0,69.05,1.05,0.6,913.0,710.37,619.68,44440.26,3353.45,6239.81
2009-02-09,17.35,18.35,17.0,18.35,18.161864395,73611.0,402.0,1336913.0,56231.0,76.39,1.35,1.0,895.0,684.8,600.23,43474.62,3287.38,6116.25
2009-02-10,18.05,18.75,17.85,18.35,18.314184778,52084.0,248.0,953876.0,40974.0,78.67,0.9,0.3,909.75,697.74,619.36,44320.74,3341.47,6215.96
2009-02-11,18.0,18.45,17.7,18.15,18.03490441,26415.0,137.0,476392.0,17446.0,66.05,0.75,0.15,938.0,727.05,653.5,45675.9,3445.27,6409.64
2009-02-12,18.25,18.5,17.5,17.7,18.01996514,31555.0,183.0,568620.0,25324.0,80.25,1.0,-0.55,943.25,738.33,661.77,46073.03,3464.6,6446.36
2009-02-13,17.8,18.45,17.5,17.6,17.814195261,36167.0,201.0,644286.0,29181.0,80.68,0.95,-0.2,935.5,724.66,648.3,45533.11,3436.04,6392.74
2009-02-16,17.75,18.2,16.75,17.55,17.350219679,48935.0,238.0,849033.0,38207.0,78.08,1.45,-0.2,942.5,736.5,661.8,46036.4,3461.85,6441.04
2009-02-17,17.3,17.7,16.75,17.45,17.186027933,36301.0,219.0,623870.0,25586.0,70.48,0.95,0.15,968.0,769.81,679.08,48095.08,3555.51,6620.64
2009-02-18,17.8,18.3,17.55,18.3,17.996052358,24065.0,200.0,433075.0,21418.0,89.0,0.75,0.5,964.0,769.32,679.35,48127.69,3540.72,6591.83
2009-02-19,19.2,19.2,19.2,19.2,19.199978578,18672.0,85.0,358502.0,18671.0,99.99,0.0,0.0,980.5,772.63,685.11,48662.2,3601.43,6702.11
2009-02-20,19.95,20.15,18.8,19.8,19.829589165,110750.0,705.0,2196127.0,62934.0,56.83,1.35,-0.15,989.0,783.96,690.45,49182.97,3632.65,6761.99
2009-02-24,19.85,20.2,18.85,19.15,19.570291635,93610.0,437.0,1831975.0,34353.0,36.7,1.35,-0.7,984.25,771.93,682.46,49079.62,3615.2,6729.61
2009-02-25,19.1,19.95,18.2,18.25,18.733234891,47405.0,265.0,888049.0,28027.0,59.12,1.75,-0.85,978.5,770.75,687.32,48866.28,3594.03,6690.4
2009-02-26,17.4,18.2,17.4,17.75,17.68719601,32279.0,177.0,570925.0,24713.0,76.56,0.8,0.35,936.5,734.48,652.05,47251.09,3439.72,6405.66
2009-02-27,17.7,18.0,16.9,16.9,17.075201076,40159.0,221.0,685723.0,36026.0,89.71,1.1,-0.8,952.0,749.58,667.91,48685.28,3496.65,6511.49
2009-03-02,16.3,17.5,16.1,16.45,16.563150386,47664.0,225.0,789466.0,40976.0,85.97,1.4,0.15,937.25,744.47,669.2,48657.33,3442.47,6416.23
2009-03-03,16.65,16.7,15.65,15.65,15.854792873,66505.0,245.0,1054423.0,59963.0,90.16,1.05,-1.0,913.75,727.25,650.68,47487.57,3356.39,6251.24
2009-03-04,15.65,16.0,14.9,14.95,15.056923881,57410.0,273.0,864418.0,46372.0,80.77,1.1,-0.7,908.5,723.41,644.03,46824.08,3336.92,6216.96
2009-03-05,14.4,15.3,14.25,14.25,14.532084376,63146.0,209.0,917643.0,59037.0,93.49,1.05,-0.15,913.0,727.61,646.55,47261.44,3353.45,6245.56
2009-03-06,14.15,14.95,13.75,14.95,14.77716285,62880.0,243.0,929188.0,49749.0,79.12,1.2,0.8,936.0,739.31,661.44,48381.83,3438.11,6402.24
2009-03-09,15.0,15.65,15.0,15.55,15.384401997,37851.0,191.0,582315.0,33126.0,87.52,0.65,0.55,923.75,731.05,671.43,47905.66,3393.12,6318.45
2009-03-12,16.3,16.3,15.75,16.3,16.253601303,54633.0,247.0,887983.0,40157.0,73.5,0.55,0.0,925.25,722.99,670.03,48011.22,3398.44,6327.6
2009-03-13,16.7,17.1,16.0,17.05,16.744634418,71940.0,264.0,1204609.0,51968.0,72.24,1.1,0.35,928.0,719.88,664.23,47778.07,3408.73,6345.66
2009-03-16,17.7,17.75,16.65,17.05,17.253984682,38648.0,169.0,666832.0,33954.0,87.85,1.1,-0.65,919.5,707.5,652.73,47262.29,3377.51,6287.63
2009-03-17,16.4,17.1,16.2,16.25,16.605589515,39753.0,144.0,660122.0,27471.0,69.1,0.9,-0.15,915.5,705.78,653.04,47129.94,3362.72,6259.46
2009-03-18,16.2,17.0,15.55,15.95,16.469335532,58227.0,181.0,958960.0,46064.0,79.11,1.45,-0.25,893.25,681.35,639.41,45814.79,3280.95,6105.1
2009-03-19,16.2,16.45,15.8,15.9,16.104650831,35069.0,116.0,564774.0,32078.0,91.47,0.65,-0.3,956.5,696.68,655.7,48207.59,3513.18,6531.46
2009-03-20,16.0,16.6,15.55,15.85,16.096823341,39381.0,184.0,633909.0,28508.0,72.39,1.05,-0.15,954.0,703.25,661.01,48320.09,3504.04,6513.63
2009-03-23,16.25,16.6,15.7,15.9,16.192136862,59213.0,234.0,958785.0,39082.0,66.0,0.9,-0.35,949.25,699.62,654.84,47908.63,3486.64,6486.32
2009-03-24,16.2,16.65,16.0,16.05,16.233231289,50958.0,236.0,827213.0,36343.0,71.32,0.65,-0.15,923.75,683.07,627.21,46852.59,3392.98,6308.84
2009-03-25,16.35,16.35,15.65,15.75,15.883040936,26676.0,119.0,423696.0,19685.0,73.79,0.7,-0.6,929.0,686.14,636.91,47146.75,3412.17,6345.91
2009-03-26,15.75,16.15,15.0,15.15,15.544528207,55448.0,225.0,861913.0,42351.0,76.38,1.15,-0.6,938.25,691.95,647.18,47451.99,3446.29,6410.12
2009-03-27,15.1,15.7,14.55,14.95,15.070147845,76296.0,255.0,1149792.0,60714.0,79.58,1.15,-0.15,924.0,694.42,645.09,46731.3,3393.9,6313.23
2009-03-30,14.3,15.45,14.3,15.1,15.075773597,64310.0,192.0,969523.0,49714.0,77.3,1.15,0.8,928.0,704.9,654.03,47513.6,3408.68,6344.36
2009-03-31,15.1,15.45,14.6,14.85,15.043441684,42793.0,172.0,643754.0,33445.0,78.16,0.85,-0.25,916.5,690.29,639.41,46498.61,3366.35,6262.99
2009-04-01,15.55,15.55,15.0,15.26,15.215932306,75871.0,233.0,1154448.0,52834.0,69.64,0.55,-0.29,924.5,698.87,642.84,46904.49,3395.69,6318.31
2009-04-02,15.65,16.02,15.4,16.02,15.928984263,121114.0,303.0,1929223.0,94469.0,78.0,0.62,0.37,897.75,667.84,609.14,45188.24,3297.57,6136.03
2009-04-06,16.82,16.82,15.73,16.2,16.317994799,81907.0,234.0,1336558.0,50751.0,61.96,1.09,-0.62,870.25,649.15,588.15,43556.0,3196.47,5947.98
2009-04-08,16.0,16.68,15.5,16.43,16.212321269,88611.0,262.0,1436590.0,66808.0,75.39,1.18,0.43,880.0,665.15,600.95,44169.39,3232.28,6015.59
2009-04-09,16.8,16.95,16.02,16.16,16.290534608,82004.0,218.0,1335889.0,57741.0,70.41,0.93,-0.64,880.5,666.67,600.63,44033.8,3234.12,6017.95
2009-04-13,16.95,16.96,16.21,16.96,16.773428453,69947.0,195.0,1173251.0,51746.0,73.98,0.75,0.01,880.5,661.06,595.05,43928.14,3234.21,6018.39
2009-04-15,17.8,17.8,17.55,17.8,17.794440489,120802.0,197.0,2149604.0,80043.0,66.26,0.25,0.0,891.0,676.15,594.71,44260.41,3272.69,6087.49
2009-04-16,18.69,18.69,16.95,17.03,17.99774001,164160.0,436.0,2954509.0,104410.0,63.6,1.74,-1.66,880.5,667.58,590.5,43813.68,3234.21,6016.1
2009-04-17,17.03,17.79,16.66,16.76,17.212122451,73368.0,210.0,1262819.0,50530.0,68.87,1.13,-0.27,870.5,667.36,588.02,43403.12,3197.39,5947.78
2009-04-20,16.01,16.99,16.01,16.23,16.356189095,53772.0,200.0,879505.0,41554.0,77.28,0.98,0.22,877.0,678.77,603.21,44126.24,3221.26,5993.07
2009-04-21,16.25,17.04,15.92,16.99,16.818632169,35326.0,108.0,594135.0,30906.0,87.49,1.12,0.74,888.75,686.0,607.86,44855.2,3264.42,6072.12
2009-04-22,17.8,17.83,17.0,17.52,17.55669411,78950.0,238.0,1386101.0,54378.0,68.88,0.83,-0.28,886.0,680.78,609.48,44592.37,3254.41,6051.38
2009-04-23,17.5,17.8,17.02,17.36,17.236718299,45062.0,149.0,776721.0,33005.0,73.24,0.78,-0.14,897.5,687.92,614.24,44803.2,3296.56,6129.84
2009-04-24,17.05,17.6,17.05,17.19,17.24805938,35298.0,157.0,608822.0,21898.0,62.04,0.55,0.14,907.5,684.83,616.72,45202.57,3333.34,6195.77
2009-04-27,17.06,17.7,16.61,17.07,17.200597571,36481.0,212.0,627495.0,28914.0,79.26,1.09,0.01,907.5,691.27,618.91,45601.88,3333.38,6195.86
2009-04-28,16.83,17.39,16.22,16.22,16.514899435,43156.0,136.0,712717.0,38560.0,89.35,1.17,-0.61,891.0,681.32,607.92,45008.86,3272.78,6082.59
2009-04-29,16.02,16.5,15.56,16.42,16.123177597,20783.0,116.0,335088.0,14562.0,70.07,0.94,0.4,898.25,677.03,608.36,44943.93,3299.32,6131.0
2009-05-04,16.7,17.2,16.15,17.15,16.837080506,96962.0,247.0,1632557.0,70985.0,73.21,1.05,0.45,884.5,662.89,590.93,44145.38,3248.72,6034.94
2009-05-05,17.3,17.3,16.3,16.4,16.500382813,86204.0,218.0,1422399.0,59400.0,68.91,1.0,-0.9,910.0,681.72,603.75,44862.99,3342.43,6206.11
2009-05-06,16.6,17.1,16.5,16.85,16.868089948,59768.0,185.0,1008172.0,44530.0,74.5,0.6,0.25,910.0,684.21,604.73,45154.2,3342.43,6207.66
2009-05-07,16.95,17.35,16.35,16.6,16.688467453,29265.0,121.0,488388.0,21596.0,73.79,1.0,-0.35,912.25,680.07,606.43,44955.68,3350.69,6223.19
2009-05-08,17.0,17.3,16.4,16.95,16.897938957,49441.0,162.0,835451.0,40399.0,81.71,0.9,-0.05,907.0,672.62,602.12,44696.96,3331.41,6187.37
2009-05-11,17.05,17.6,16.0,16.45,16.694908735,57196.0,223.0,954882.0,44244.0,77.36,1.6,-0.6,913.0,670.21,604.24,45209.47,3353.54,6229.4
2009-05-12,16.25,17.35,16.1,16.8,16.583955895,25031.0,128.0,415113.0,18857.0,75.33,1.25,0.55,917.0,672.02,600.58,45226.43,3368.09,6255.41
2009-05-13,16.8,17.15,16.1,16.4,16.708697058,40209.0,160.0,671840.0,26316.0,65.45,1.05,-0.4,924.0,679.26,609.6,45932.03,3393.85,6303.9
2009-05-14,15.9,16.9,15.9,16.5,16.448956897,22481.0,116.0,369789.0,16262.0,72.34,1.0,0.6,925.25,680.91,611.05,46068.19,3398.54,6314.83
2009-05-15,16.85,17.0,16.15,16.4,16.675911374,32451.0,149.0,541150.0,18089.0,55.74,0.85,-0.45,929.5,683.71,609.19,45898.7,3412.19,6344.58
2009-05-18,17.2,17.4,17.2,17.4,17.336873834,6967.0,5.0,120786.0,6967.0,100.0,0.2,0.2,921.0,682.63,601.65,44106.69,3382.74,6287.67
2009-05-19,19.1,19.1,17.65,18.35,18.528034942,266043.0,674.0,4929254.0,180943.0,68.01,1.45,-0.75,924.75,679.39,596.52,44184.55,3394.76,6311.05
2009-05-20,18.5,20.15,18.5,20.15,19.779924781,82958.0,292.0,1640903.0,76727.0,92.49,1.65,1.65,939.5,681.66,600.38,44619.2,3450.31,6412.09
2009-05-21,22.15,22.15,22.15,22.15,22.149997989,49714.0,119.0,1101165.0,49714.0,100.0,0.0,0.0,937.5,680.9,596.51,44416.39,3443.2,6398.16
2009-05-22,23.25,23.25,23.25,23.25,23.249983419,45231.0,107.0,1051620.0,45131.0,99.78,0.0,0.0,959.75,686.05,604.45,45213.81,3524.83,6548.57
2009-05-25,24.4,24.4,24.4,24.4,24.399994341,35343.0,50.0,862369.0,35343.0,100.0,0.0,0.0,959.75,685.17,603.64,45381.77,3524.92,6549.14
2009-05-26,25.6,25.6,23.2,23.2,24.97200199,335631.0,756.0,8381378.0,217984.0,64.95,2.4,-2.4,945.0,675.65,592.74,45293.84,3470.65,6454.92
2009-05-27,24.0,24.35,23.5,24.35,24.191645787,133705.0,545.0,3234544.0,97980.0,73.28,0.85,0.35,951.0,682.72,593.11,45357.94,3492.69,6493.52
2009-05-28,25.55,25.55,24.35,25.55,25.382562939,150702.0,559.0,3825203.0,118812.0,78.84,1.2,0.0,957.75,686.95,599.79,45593.68,3517.58,6539.61
2009-05-29,26.8,26.8,26.8,26.8,26.799986158,43347.0,121.0,1161699.0,43347.0,100.0,0.0,0.0,975.5,689.18,604.94,45960.67,3582.77,6660.81
2009-06-01,28.1,28.1,27.4,28.1,28.087944988,85508.0,282.0,2401744.0,85508.0,100.0,0.7,0.0,981.75,693.47,597.61,46107.89,3605.67,6701.92
2009-06-02,29.5,29.5,27.75,29.5,29.194208286,83395.0,407.0,2434651.0,83395.0,100.0,1.75,0.0,980.0,685.39,591.72,46084.49,3598.8,6694.48
2009-06-03,30.95,30.95,30.95,30.95,30.949991437,46712.0,156.0,1445736.0,46712.0,100.0,0.0,0.0,976.75,688.41,596.09,45980.5,3586.77,6671.89
2009-06-04,32.35,32.45,30.05,32.45,32.31174948,197030.0,647.0,6366384.0,197030.0,100.0,2.4,0.1,970.75,684.18,598.97,45826.67,3564.93,6633.23
2009-06-05,34.05,34.05,34.05,34.05,34.049998613,72082.0,243.0,2454392.0,72082.0,100.0,0.0,0.0,962.0,686.75,600.84,45319.81,3532.7,6573.35
2009-06-08,35.75,35.75,32.35,32.35,34.369107416,117860.0,420.0,4050743.0,117860.0,100.0,3.4,-3.4,943.75,680.99,590.42,44884.75,3465.69,6452.51
2009-06-09,30.75,30.75,30.75,30.75,30.74998335,30030.0,105.0,923422.0,30030.0,100.0,0.0,0.0,956.0,682.64,587.49,45400.43,3510.67,6534.64
2009-06-10,29.25,32.25,29.25,29.25,30.389879175,321456.0,602.0,9769009.0,321456.0,100.0,3.0,0.0,953.75,680.93,582.94,45071.83,3502.36,6517.36
2009-06-11,27.8,28.75,27.8,27.8,27.812144799,32376.0,135.0,900446.0,32376.0,100.0,0.95,0.0,947.5,673.35,573.55,45105.73,3479.46,6475.97
2009-06-12,26.45,28.0,26.45,26.45,26.619883996,85687.0,262.0,2280978.0,85687.0,100.0,1.55,0.0,937.25,669.63,569.41,44622.46,3441.82,6404.98
2009-06-15,25.2,25.6,25.15,25.15,25.18384703,35981.0,173.0,906140.0,35981.0,100.0,0.45,-0.05,932.25,673.86,570.64,44477.64,3423.45,6373.23
2009-06-16,24.2,26.4,23.9,26.4,25.419056575,145682.0,311.0,3703099.0,145682.0,100.0,2.5,2.2,934.0,672.4,568.2,44593.83,3429.88,6383.05
2009-06-17,27.7,27.7,25.1,25.15,26.889382632,82139.0,379.0,2208667.0,82139.0,100.0,2.6,-2.55,930.5,671.14,571.35,44780.31,3416.98,6362.2
2009-06-18,24.0,25.95,23.9,23.9,24.353532965,46519.0,242.0,1132902.0,46519.0,100.0,2.05,-0.1,940.5,673.64,575.41,45332.1,3451.59,6428.04
2009-06-19,24.3,24.45,22.75,23.3,23.508489585,45173.0,249.0,1061949.0,45173.0,100.0,1.7,-1.0,935.25,671.56,569.09,44966.81,3432.97,6393.56
2009-06-22,23.5,24.45,23.5,24.45,24.44736382,40039.0,57.0,978848.0,40039.0,100.0,0.95,0.95,919.25,662.28,560.66,44698.53,3375.72,6283.63
2009-06-23,23.7,25.65,23.25,24.85,25.01881196,63045.0,312.0,1577311.0,63045.0,100.0,2.4,1.15,920.75,657.28,564.46,44697.81,3381.82,6293.14
2009-06-24,24.75,25.95,24.05,25.5,25.081134038,41339.0,181.0,1036829.0,41339.0,100.0,1.9,0.75,933.5,665.29,566.14,45330.76,3428.05,6378.42
2009-06-25,26.0,26.75,25.6,25.95,26.493896193,59553.0,216.0,1577791.0,59553.0,100.0,1.15,-0.05,937.25,674.01,575.18,45545.65,3441.77,6405.82
2009-06-26,26.9,26.9,24.7,25.05,25.120841275,108597.0,301.0,2728048.0,108597.0,100.0,2.2,-1.85,942.0,669.53,570.36,45305.48,3458.79,6437.44
2009-06-29,25.2,25.75,24.1,25.05,24.962742015,83311.0,229.0,2079671.0,83311.0,100.0,1.65,-0.15,935.5,665.43,565.31,45002.22,3436.09,6393.02
2009-06-30,25.2,25.2,23.8,23.85,24.339829326,48748.0,190.0,1186518.0,48748.0,100.0,1.4,-1.35,934.5,666.24,567.45,44767.22,3432.32,6383.29
2009-07-01,23.3,25.0,23.1,24.25,24.161242845,42805.0,136.0,1034222.0,42805.0,100.0,1.9,0.95,938.25,663.97,569.29,44932.79,3446.1,6411.16
2009-07-02,23.75,25.25,23.75,24.1,24.771003536,41005.0,154.0,1015735.0,41005.0,100.0,1.5,0.35,929.5,663.1,567.88,44574.16,3413.91,6349.79
2009-07-03,24.0,24.45,22.9,23.0,23.515494599,94420.0,272.0,2220333.0,94420.0,100.0,1.55,-1.0,932.5,665.95,570.55,44666.74,3424.98,6371.12
2009-07-06,23.1,23.85,21.9,21.9,22.861312415,75342.0,215.0,1722417.0,75342.0,100.0,1.95,-1.2,924.5,664.08,570.78,44907.58,3395.55,6318.49
2009-07-07,22.5,22.5,20.85,20.9,21.071246907,58192.0,208.0,1226178.0,58192.0,100.0,1.65,-1.6,924.0,659.93,570.88,44767.8,3393.85,6313.41
2009-07-08,20.0,21.85,19.9,20.35,20.698174323,64524.0,212.0,1335529.0,64524.0,100.0,1.95,0.35,918.0,660.5,570.63,44881.02,3371.77,6272.6
2009-07-09,20.35,20.9,19.6,20.6,20.140768077,43355.0,147.0,873203.0,43355.0,100.0,1.3,0.25,911.75,652.25,561.65,44411.33,3348.9,6228.8
2009-07-10,21.0,21.6,19.6,19.85,20.363435932,34471.0,174.0,701948.0,34471.0,100.0,2.0,-1.15,913.0,654.88,563.46,44737.0,3353.45,6238.35
2009-07-13,20.0,20.0,18.9,18.9,19.055926489,15127.0,122.0,288259.0,15127.0,100.0,1.1,-1.1,908.5,651.3,564.08,44598.26,3336.92,6207.51
2009-07-14,18.5,19.5,18.5,19.4,19.328402584,27244.0,160.0,526583.0,27244.0,100.0,1.0,0.9,924.75,663.16,568.31,45284.99,3396.61,6318.72
2009-07-15,19.9,20.35,19.3,20.35,20.083375699,31472.0,103.0,632064.0,31472.0,100.0,1.05,0.45,938.0,665.98,571.38,45619.62,3445.27,6408.04
2009-07-16,21.35,21.35,21.35,21.35,21.349950458,16148.0,55.0,344759.0,16148.0,100.0,0.0,0.0,935.0,662.44,569.05,45506.45,3434.21,6387.27
2009-07-17,22.4,22.4,21.2,22.4,22.30878167,42509.0,128.0,948324.0,42509.0,100.0,1.2,0.0,937.5,664.4,574.38,45684.37,3443.39,6404.72
2009-07-20,23.45,23.5,22.5,22.95,23.064156122,49551.0,194.0,1142852.0,49551.0,100.0,1.0,-0.5,952.75,670.36,578.46,45922.55,3499.55,6508.33
2009-07-21,22.05,23.4,22.05,22.95,22.572906458,36732.0,131.0,829148.0,36732.0,100.0,1.35,0.9,947.75,666.19,575.89,45894.78,3481.09,6473.8
2009-07-22,23.7,23.7,21.85,21.9,22.665430917,74179.0,197.0,1681299.0,74179.0,100.0,1.85,-1.8,948.25,667.41,576.95,46009.08,3482.92,6477.12
2009-07-23,21.05,22.4,20.85,21.2,21.033832968,104543.0,271.0,2198940.0,104543.0,100.0,1.55,0.15,950.0,666.74,574.71,46027.5,3489.35,6489.45
2009-07-24,21.5,21.9,20.25,20.95,21.009469786,106127.0,255.0,2229672.0,106127.0,100.0,1.65,-0.55,951.5,670.05,579.69,45890.84,3494.95,6499.7
2009-07-27,21.3,21.45,20.0,20.25,20.70582334,106657.0,256.0,2208421.0,106657.0,100.0,1.45,-1.05,955.0,671.54,578.95,45997.57,3507.24,6523.6
2009-07-28,20.5,21.25,20.0,21.25,20.729185068,110954.0,171.0,2299986.0,110954.0,100.0,1.25,0.75,944.25,665.97,573.33,45527.01,3467.71,6450.08
2009-07-29,21.75,21.8,20.4,20.65,20.87913143,81237.0,198.0,1696158.0,81237.0,100.0,1.4,-1.1,931.0,662.09,567.34,45079.02,3419.42,6360.03
2009-07-30,20.1,21.6,20.1,21.45,21.089820731,64484.0,181.0,1359956.0,64484.0,100.0,1.5,1.35,932.5,663.11,565.46,45091.03,3424.75,6371.12
2009-07-31,22.4,22.4,20.55,20.7,21.286566826,52951.0,193.0,1127145.0,52951.0,100.0,1.85,-1.7,939.0,662.32,566.4,45025.05,3448.95,6415.34
2009-08-03,21.25,21.7,20.7,21.7,21.253823164,57217.0,186.0,1216080.0,57217.0,100.0,1.0,0.45,959.75,665.75,567.04,45717.69,3525.16,6555.86
2009-08-04,22.0,22.75,21.85,22.3,22.422778769,205753.0,236.0,4613554.0,205753.0,100.0,0.9,0.3,960.5,667.13,568.21,45859.07,3527.87,6560.41
2009-08-05,23.3,23.3,21.6,22.6,22.522954969,84143.0,233.0,1895149.0,84143.0,100.0,1.7,-0.7,960.5,667.66,566.18,45652.56,3527.87,6561.08
2009-08-06,22.0,23.3,21.6,22.1,22.381636766,192526.0,224.0,4309047.0,192526.0,100.0,1.7,0.1,964.0,671.01,573.74,45968.34,3540.72,6585.28
2009-08-07,21.15,22.2,21.0,21.05,21.359976355,47367.0,239.0,1011758.0,47367.0,100.0,1.2,-0.1,956.0,672.86,573.23,45744.59,3511.29,6531.2
2009-08-10,21.7,22.1,21.1,22.0,21.667059662,72944.0,204.0,1580482.0,72944.0,100.0,1.0,0.3,945.0,667.21,571.53,45180.45,3470.98,6458.51
2009-08-11,22.45,22.45,21.5,21.75,21.91136018,30246.0,142.0,662731.0,30246.0,100.0,0.95,-0.7,942.75,666.65,571.36,45219.0,3462.58,6443.7
2009-08-12,21.15,22.45,21.0,22.25,21.527398728,41991.0,162.0,903957.0,41991.0,100.0,1.45,1.1,947.25,666.49,572.84,45813.74,3479.11,6474.55
2009-08-13,22.4,23.35,22.0,22.8,22.939599412,144088.0,334.0,3305321.0,144088.0,100.0,1.35,0.4,953.5,667.09,574.64,45872.87,3502.16,6515.93
2009-08-14,23.0,23.5,22.6,22.9,23.031492463,72176.0,188.0,1662321.0,72176.0,100.0,0.9,-0.1,953.5,669.8,576.81,46001.6,3502.2,6516.41
2009-08-17,23.3,23.3,21.8,22.15,22.360240843,49825.0,164.0,1114099.0,49825.0,100.0,1.5,-1.15,932.75,662.86,571.89,45669.77,3425.99,6376.74
2009-08-18,22.2,23.0,21.8,22.0,22.428538933,57150.0,143.0,1281791.0,57150.0,100.0,1.2,-0.2,935.0,662.96,565.74,45627.99,3434.21,6389.7
2009-08-19,22.0,22.2,21.2,21.45,21.532123656,29760.0,118.0,640796.0,29760.0,100.0,1.0,-0.55,943.0,663.22,571.55,46004.24,3463.59,6444.56
2009-08-20,21.65,22.0,20.8,21.8,21.399154274,21047.0,107.0,450388.0,21047.0,100.0,1.2,0.15,940.5,660.67,570.48,45807.04,3454.41,6425.31
2009-08-21,22.0,22.5,21.2,22.25,22.064396618,29691.0,133.0,655114.0,23193.0,78.11,1.3,0.25,952.5,666.04,576.96,46305.78,3498.58,6506.72
2009-08-24,22.0,23.35,22.0,23.3,23.233977586,335686.0,573.0,7799321.0,204256.0,60.85,1.35,1.3,951.5,664.46,579.76,46257.16,3494.91,6499.98
2009-08-25,23.3,23.5,22.2,22.6,22.773608117,82101.0,244.0,1869736.0,62435.0,76.05,1.3,-0.7,950.5,663.36,580.49,46341.62,3491.14,6493.63
2009-08-26,22.65,23.0,22.35,22.65,22.670697522,85259.0,286.0,1932881.0,60811.0,71.33,0.65,0.0,940.5,660.86,580.09,46013.95,3454.41,6424.65
